", South, South, South "
"Timestep, Gas, PV, PHS "
5025.00,1513.80,2623.20,0.00
5026.00,1067.00,3408.00,0.00
5027.00,947.20,3775.80,0.00
5028.00,916.00,3960.00,0.00
5029.00,879.60,4004.40,0.00
5030.00,776.60,3950.40,0.00
5031.00,892.20,3787.80,0.00
5032.00,1091.00,3462.00,0.00
5033.00,1703.20,2896.80,0.00
5034.00,2887.80,1741.20,0.00
5035.00,4311.00,414.00,0.00
5036.00,4825.60,26.40,0.00
5037.00,5097.00,0.00,0.00
5038.00,5523.00,0.00,0.00
5039.00,5296.00,0.00,0.00
5040.00,4901.00,0.00,0.00
5041.00,4452.00,0.00,0.00
5042.00,4176.00,0.00,0.00
5043.00,3998.00,0.00,0.00
5044.00,3955.00,0.00,0.00
5045.00,3919.00,0.00,0.00
5046.00,4016.20,13.80,0.00
5047.00,3858.40,258.60,0.00
5048.00,3632.20,1180.80,0.00
5049.00,3353.80,2518.20,0.00
5050.00,3105.60,3362.40,0.00
5051.00,2980.40,3750.60,0.00
5052.00,2897.00,3921.00,0.00
5053.00,2619.00,3960.00,0.00
5054.00,2872.40,3897.60,0.00
5055.00,3142.20,3712.80,0.00
5056.00,3423.60,3395.40,0.00
5057.00,3977.40,2745.60,0.00
5058.00,4970.60,1607.40,0.00
5059.00,5994.20,382.80,0.00
5060.00,6179.00,27.00,0.00
5061.00,6169.00,0.00,0.00
5062.00,6458.00,0.00,0.00
5063.00,6072.00,0.00,0.00
5064.00,5480.00,0.00,0.00
5065.00,4963.00,0.00,0.00
5066.00,4620.00,0.00,0.00
5067.00,4430.00,0.00,0.00
5068.00,4347.00,0.00,0.00
5069.00,4329.00,0.00,0.00
5070.00,4312.60,14.40,0.00
5071.00,4129.60,272.40,0.00
5072.00,3733.00,1251.00,0.00
5073.00,3359.80,2575.20,0.00
5074.00,2908.20,3403.80,0.00
5075.00,2711.80,3781.20,0.00
5076.00,2712.20,3946.80,0.00
5077.00,2380.00,3975.00,0.00
5078.00,2645.40,3879.60,0.00
5079.00,2913.40,3663.60,0.00
5080.00,3184.60,3326.40,0.00
5081.00,3669.80,2728.20,0.00
5082.00,4592.60,1628.40,0.00
5083.00,5618.40,384.60,0.00
5084.00,5912.80,25.20,0.00
5085.00,5991.00,0.00,0.00
5086.00,6170.00,0.00,0.00
5087.00,5806.00,0.00,0.00
5088.00,5201.00,0.00,0.00
5089.00,4766.00,0.00,0.00
5090.00,4454.00,0.00,0.00
5091.00,4298.00,0.00,0.00
5092.00,4112.00,0.00,0.00
5093.00,4135.00,0.00,0.00
5094.00,4191.80,13.20,0.00
5095.00,3947.60,269.40,0.00
5096.00,3651.80,1210.20,0.00
5097.00,3209.40,2526.60,0.00
5098.00,2826.80,3364.20,0.00
5099.00,2630.20,3754.80,0.00
5100.00,2552.20,3958.80,0.00
5101.00,2082.80,4018.20,0.00
5102.00,2325.00,3930.00,0.00
5103.00,2612.80,3712.20,0.00
5104.00,2951.40,3336.60,0.00
5105.00,3561.40,2649.60,0.00
5106.00,4605.20,1441.80,0.00
5107.00,5498.00,336.00,0.00
5108.00,5761.00,24.00,0.00
5109.00,5770.00,0.00,0.00
5110.00,6067.00,0.00,0.00
5111.00,5704.00,0.00,0.00
5112.00,5130.00,0.00,0.00
5113.00,4636.00,0.00,0.00
5114.00,4375.00,0.00,0.00
5115.00,4218.00,0.00,0.00
5116.00,4151.00,0.00,0.00
5117.00,4091.00,0.00,0.00
5118.00,4192.80,10.20,0.00
5119.00,3939.60,221.40,0.00
5120.00,3730.60,1079.40,0.00
5121.00,3281.60,2417.40,0.00
5122.00,2785.60,3314.40,0.00
5123.00,2577.60,3734.40,0.00
5124.00,2521.20,3919.80,0.00
5125.00,2158.40,3915.60,0.00
5126.00,2509.40,3774.60,0.00
5127.00,2887.80,3496.20,0.00
5128.00,3206.40,3126.60,0.00
5129.00,3788.00,2472.00,0.00
5130.00,4624.80,1402.20,0.00
5131.00,5521.80,331.20,0.00
5132.00,5862.40,24.60,0.00
5133.00,5904.00,0.00,0.00
5134.00,6094.00,0.00,0.00
5135.00,5739.00,0.00,0.00
5136.00,5166.00,0.00,0.00
5137.00,4709.00,0.00,0.00
5138.00,4373.00,0.00,0.00
5139.00,4231.00,0.00,0.00
5140.00,4206.00,0.00,0.00
5141.00,4190.00,0.00,0.00
5142.00,4216.20,10.80,0.00
5143.00,4002.00,234.00,0.00
5144.00,3748.00,1104.00,0.00
5145.00,3428.40,2334.60,0.00
5146.00,2986.80,3232.20,0.00
5147.00,2720.20,3697.80,0.00
5148.00,2738.60,3890.40,0.00
5149.00,2399.20,3919.80,0.00
5150.00,2636.60,3758.40,0.00
5151.00,3009.80,3514.20,0.00
5152.00,3289.20,3178.80,0.00
5153.00,3835.60,2519.40,0.00
5154.00,4746.00,1401.00,0.00
5155.00,5748.20,328.80,0.00
5156.00,5877.60,23.40,0.00
5157.00,5972.00,0.00,0.00
5158.00,6140.00,0.00,0.00
5159.00,5785.00,0.00,0.00
5160.00,5239.00,0.00,0.00
5161.00,4818.00,0.00,0.00
5162.00,4511.00,0.00,0.00
5163.00,4314.00,0.00,0.00
5164.00,4156.00,0.00,0.00
5165.00,4123.00,0.00,0.00
5166.00,4124.80,10.20,0.00
5167.00,3735.00,225.00,0.00
5168.00,3104.40,1110.60,0.00
5169.00,2353.80,2353.20,0.00
5170.00,1938.20,3199.80,0.00
5171.00,1694.60,3626.40,0.00
5172.00,1653.80,3823.20,0.00
5173.00,1600.20,3805.80,0.00
5174.00,1641.80,3631.20,0.00
5175.00,1905.80,3361.20,0.00
5176.00,2162.20,3001.80,0.00
5177.00,2749.60,2357.40,0.00
5178.00,3951.20,1159.80,0.00
5179.00,4933.20,250.80,0.00
5180.00,5271.20,16.80,0.00
5181.00,5512.00,0.00,0.00
5182.00,5663.00,0.00,0.00
5183.00,5370.00,0.00,0.00
5184.00,4867.00,0.00,0.00
5185.00,4534.00,0.00,0.00
5186.00,4283.00,0.00,0.00
5187.00,4070.00,0.00,0.00
5188.00,3941.00,0.00,0.00
5189.00,3837.00,0.00,0.00
5190.00,3847.00,9.00,0.00
5191.00,3500.20,199.80,0.00
5192.00,2810.60,986.40,0.00
5193.00,1808.60,2237.40,0.00
5194.00,1203.40,3183.60,0.00
5195.00,1007.40,3618.60,0.00
5196.00,893.20,3856.80,0.00
5197.00,805.40,3897.60,0.00
5198.00,753.80,3793.20,0.00
5199.00,979.40,3531.60,0.00
5200.00,1304.40,3102.60,0.00
5201.00,1929.20,2416.80,0.00
5202.00,3070.20,1288.80,0.00
5203.00,4141.60,284.40,0.00
5204.00,4584.60,17.40,0.00
5205.00,5028.00,0.00,0.00
5206.00,5221.00,0.00,0.00
5207.00,4983.00,0.00,0.00
5208.00,4612.00,0.00,0.00
5209.00,4267.00,0.00,0.00
5210.00,3983.00,0.00,0.00
5211.00,3825.00,0.00,0.00
5212.00,3773.00,0.00,0.00
5213.00,3793.00,0.00,0.00
5214.00,3831.40,9.60,0.00
5215.00,3679.20,235.80,0.00
5216.00,3297.40,1119.60,0.00
5217.00,2881.80,2401.20,0.00
5218.00,2361.40,3318.60,0.00
5219.00,2049.20,3790.80,0.00
5220.00,1986.40,4011.60,0.00
5221.00,1630.00,4074.00,0.00
5222.00,1706.40,4044.60,0.00
5223.00,1931.00,3903.00,0.00
5224.00,2215.60,3584.40,0.00
5225.00,2774.20,2971.80,0.00
5226.00,3926.60,1721.40,0.00
5227.00,5080.00,396.00,0.00
5228.00,5358.40,21.60,0.00
5229.00,5535.00,0.00,0.00
5230.00,5709.00,0.00,0.00
5231.00,5335.00,0.00,0.00
5232.00,4770.00,0.00,0.00
5233.00,4398.00,0.00,0.00
5234.00,4112.00,0.00,0.00
5235.00,3996.00,0.00,0.00
5236.00,3898.00,0.00,0.00
5237.00,3909.00,0.00,0.00
5238.00,3962.40,9.60,0.00
5239.00,3668.20,244.80,0.00
5240.00,3355.20,1114.80,0.00
5241.00,2935.20,2308.80,0.00
5242.00,2422.80,3139.20,0.00
5243.00,2130.80,3619.20,0.00
5244.00,1964.20,3913.80,0.00
5245.00,1633.20,4024.80,0.00
5246.00,1832.40,3981.60,0.00
5247.00,2008.00,3792.00,0.00
5248.00,2352.80,3433.20,0.00
5249.00,2952.40,2772.60,0.00
5250.00,4091.00,1527.00,0.00
5251.00,5178.60,338.40,0.00
5252.00,5468.60,17.40,0.00
5253.00,5647.00,0.00,0.00
5254.00,5763.00,0.00,0.00
5255.00,5399.00,0.00,0.00
5256.00,4774.00,0.00,0.00
5257.00,4402.00,0.00,0.00
5258.00,4169.00,0.00,0.00
5259.00,4030.00,0.00,0.00
5260.00,3890.00,0.00,0.00
5261.00,3868.00,0.00,0.00
5262.00,3993.60,8.40,0.00
5263.00,3735.80,223.20,0.00
5264.00,3469.20,1033.80,0.00
5265.00,3110.00,2187.00,0.00
5266.00,2676.20,3016.80,0.00
5267.00,2452.80,3430.20,0.00
5268.00,2347.80,3622.20,0.00
5269.00,2144.20,3631.80,0.00
5270.00,2377.40,3513.60,0.00
5271.00,2783.00,3168.00,0.00
5272.00,3199.00,2721.00,0.00
5273.00,3737.40,2106.60,0.00
5274.00,4679.40,1053.60,0.00
5275.00,5374.60,242.40,0.00
5276.00,5529.00,15.00,0.00
5277.00,5722.00,0.00,0.00
5278.00,5847.00,0.00,0.00
5279.00,5499.00,0.00,0.00
5280.00,4892.00,0.00,0.00
5281.00,4509.00,0.00,0.00
5282.00,4194.00,0.00,0.00
5283.00,4034.00,0.00,0.00
5284.00,3930.00,0.00,0.00
5285.00,3937.00,0.00,0.00
5286.00,3955.00,3.00,0.00
5287.00,3823.40,90.60,0.00
5288.00,3985.00,558.00,0.00
5289.00,3784.60,1550.40,0.00
5290.00,3395.40,2322.60,0.00
5291.00,3111.80,2698.20,0.00
5292.00,3086.00,2949.00,0.00
5293.00,2856.20,2995.80,0.00
5294.00,3054.80,2887.20,0.00
5295.00,3355.20,2647.80,0.00
5296.00,3531.40,2427.60,0.00
5297.00,3943.00,1917.00,0.00
5298.00,4708.00,1077.00,0.00
5299.00,5423.80,256.20,0.00
5300.00,5617.80,16.20,0.00
5301.00,5822.00,0.00,0.00
5302.00,5819.00,0.00,0.00
5303.00,5522.00,0.00,0.00
5304.00,4953.00,0.00,0.00
5305.00,4503.00,0.00,0.00
5306.00,4236.00,0.00,0.00
5307.00,4056.00,0.00,0.00
5308.00,3973.00,0.00,0.00
5309.00,3955.00,0.00,0.00
5310.00,3991.20,7.80,0.00
5311.00,3743.00,243.00,0.00
5312.00,3223.20,1216.80,0.00
5313.00,2688.60,2582.40,0.00
5314.00,2209.60,3419.40,0.00
5315.00,2071.00,3810.00,0.00
5316.00,2118.60,3965.40,0.00
5317.00,1894.00,3969.00,0.00
5318.00,2062.00,3897.00,0.00
5319.00,2186.60,3752.40,0.00
5320.00,2411.00,3444.00,0.00
5321.00,2960.00,2820.00,0.00
5322.00,3943.20,1633.80,0.00
5323.00,5185.00,387.00,0.00
5324.00,5463.20,19.80,0.00
5325.00,5714.00,0.00,0.00
5326.00,5774.00,0.00,0.00
5327.00,5388.00,0.00,0.00
5328.00,4914.00,0.00,0.00
5329.00,4486.00,0.00,0.00
5330.00,4194.00,0.00,0.00
5331.00,4040.00,0.00,0.00
5332.00,3899.00,0.00,0.00
5333.00,3856.00,0.00,0.00
5334.00,3881.60,8.40,0.00
5335.00,3491.80,271.20,0.00
5336.00,2661.60,1283.40,0.00
5337.00,1703.00,2622.00,0.00
5338.00,1280.80,3466.20,0.00
5339.00,1031.00,3846.00,0.00
5340.00,1002.20,4024.80,0.00
5341.00,920.60,4082.40,0.00
5342.00,797.20,4051.80,0.00
5343.00,916.20,3913.80,0.00
5344.00,1120.80,3580.20,0.00
5345.00,1722.40,2973.60,0.00
5346.00,3005.00,1713.00,0.00
5347.00,4386.60,392.40,0.00
5348.00,4789.00,18.00,0.00
5349.00,5273.00,0.00,0.00
5350.00,5283.00,0.00,0.00
5351.00,4956.00,0.00,0.00
5352.00,4566.00,0.00,0.00
5353.00,4207.00,0.00,0.00
5354.00,3904.00,0.00,0.00
5355.00,3757.00,0.00,0.00
5356.00,3663.00,0.00,0.00
5357.00,3626.00,0.00,0.00
5358.00,3626.80,7.20,0.00
5359.00,3197.60,230.40,0.00
5360.00,2374.00,1101.00,0.00
5361.00,1431.60,2303.40,0.00
5362.00,985.80,3088.20,0.00
5363.00,756.40,3543.60,0.00
5364.00,692.20,3772.80,0.00
5365.00,564.80,3871.20,0.00
5366.00,424.00,3843.00,0.00
5367.00,504.80,3712.20,0.00
5368.00,675.20,3460.80,0.00
5369.00,1164.20,2905.80,0.00
5370.00,2503.80,1654.20,0.00
5371.00,3851.40,378.60,0.00
5372.00,4338.20,16.80,0.00
5373.00,4892.00,0.00,0.00
5374.00,5017.00,0.00,0.00
5375.00,4784.00,0.00,0.00
5376.00,4408.00,0.00,0.00
5377.00,3996.00,0.00,0.00
5378.00,3807.00,0.00,0.00
5379.00,3706.00,0.00,0.00
5380.00,3606.00,0.00,0.00
5381.00,3592.00,0.00,0.00
5382.00,3685.20,7.80,0.00
5383.00,3427.60,254.40,0.00
5384.00,2862.20,1237.80,0.00
5385.00,2266.60,2531.40,0.00
5386.00,1852.60,3347.40,0.00
5387.00,1612.40,3774.60,0.00
5388.00,1538.40,3975.60,0.00
5389.00,1297.20,4045.80,0.00
5390.00,1274.80,4036.20,0.00
5391.00,1442.20,3913.80,0.00
5392.00,1689.60,3617.40,0.00
5393.00,2233.80,3013.20,0.00
5394.00,3392.80,1702.20,0.00
5395.00,4801.00,360.00,0.00
5396.00,5189.20,13.80,0.00
5397.00,5523.00,0.00,0.00
5398.00,5501.00,0.00,0.00
5399.00,5139.00,0.00,0.00
5400.00,4558.00,0.00,0.00
5401.00,4182.00,0.00,0.00
5402.00,3958.00,0.00,0.00
5403.00,3843.00,0.00,0.00
5404.00,3773.00,0.00,0.00
5405.00,3750.00,0.00,0.00
5406.00,3747.80,7.20,0.00
5407.00,3470.00,252.00,0.00
5408.00,2979.40,1227.60,0.00
5409.00,2360.80,2539.20,0.00
5410.00,1892.20,3385.80,0.00
5411.00,1643.00,3783.00,0.00
5412.00,1552.00,3972.00,0.00
5413.00,1343.00,4026.00,0.00
5414.00,1398.40,3999.60,0.00
5415.00,1550.20,3856.80,0.00
5416.00,1808.20,3565.80,0.00
5417.00,2365.40,2949.60,0.00
5418.00,3700.40,1608.60,0.00
5419.00,4930.60,344.40,0.00
5420.00,5287.80,13.20,0.00
5421.00,5574.00,0.00,0.00
5422.00,5511.00,0.00,0.00
5423.00,5161.00,0.00,0.00
5424.00,4635.00,0.00,0.00
5425.00,4345.00,0.00,0.00
5426.00,4028.00,0.00,0.00
5427.00,3860.00,0.00,0.00
5428.00,3756.00,0.00,0.00
5429.00,3736.00,0.00,0.00
5430.00,3769.40,6.60,0.00
5431.00,3388.60,233.40,0.00
5432.00,2523.60,1145.40,0.00
5433.00,1511.40,2424.60,0.00
5434.00,955.20,3316.80,0.00
5435.00,749.80,3769.20,0.00
5436.00,800.80,3958.20,0.00
5437.00,684.60,4034.40,0.00
5438.00,494.20,4021.80,0.00
5439.00,588.20,3889.80,0.00
5440.00,760.00,3588.00,0.00
5441.00,1323.40,2964.60,0.00
5442.00,2711.00,1611.00,0.00
5443.00,4068.20,337.80,0.00
5444.00,4534.80,13.20,0.00
5445.00,4959.00,0.00,0.00
5446.00,4950.00,0.00,0.00
5447.00,4707.00,0.00,0.00
5448.00,4340.00,0.00,0.00
5449.00,4021.00,0.00,0.00
5450.00,3775.00,0.00,0.00
5451.00,3633.00,0.00,0.00
5452.00,3545.00,0.00,0.00
5453.00,3552.00,0.00,0.00
5454.00,3600.00,6.00,0.00
5455.00,3276.60,221.40,0.00
5456.00,2811.20,1141.80,0.00
5457.00,2129.80,2488.20,0.00
5458.00,1663.40,3333.60,0.00
5459.00,1420.40,3726.60,0.00
5460.00,1351.40,3915.60,0.00
5461.00,1122.00,3999.00,0.00
5462.00,1138.80,4006.20,0.00
5463.00,1324.60,3887.40,0.00
5464.00,1557.00,3591.00,0.00
5465.00,2147.80,2956.20,0.00
5466.00,3390.60,1598.40,0.00
5467.00,4633.20,322.80,0.00
5468.00,4971.60,11.40,0.00
5469.00,5394.00,0.00,0.00
5470.00,5311.00,0.00,0.00
5471.00,4972.00,0.00,0.00
5472.00,4507.00,0.00,0.00
5473.00,4127.00,0.00,0.00
5474.00,3854.00,0.00,0.00
5475.00,3711.00,0.00,0.00
5476.00,3610.00,0.00,0.00
5477.00,3582.00,0.00,0.00
5478.00,3622.00,6.00,0.00
5479.00,3362.00,237.00,0.00
5480.00,2806.80,1204.20,0.00
5481.00,2092.00,2544.00,0.00
5482.00,1640.40,3387.60,0.00
5483.00,1436.40,3786.60,0.00
5484.00,1394.80,3979.20,0.00
5485.00,1232.20,4045.80,0.00
5486.00,1256.60,4034.40,0.00
5487.00,1423.40,3903.60,0.00
5488.00,1663.80,3595.20,0.00
5489.00,2231.60,2963.40,0.00
5490.00,3538.60,1592.40,0.00
5491.00,4778.20,325.80,0.00
5492.00,5091.20,10.80,0.00
5493.00,5495.00,0.00,0.00
5494.00,5369.00,0.00,0.00
5495.00,5021.00,0.00,0.00
5496.00,4521.00,0.00,0.00
5497.00,4191.00,0.00,0.00
5498.00,3935.00,0.00,0.00
5499.00,3765.00,0.00,0.00
5500.00,3641.00,0.00,0.00
5501.00,3611.00,0.00,0.00
5502.00,3634.20,4.80,0.00
5503.00,3289.60,203.40,0.00
5504.00,2596.80,1072.20,0.00
5505.00,1721.60,2378.40,0.00
5506.00,1189.60,3266.40,0.00
5507.00,916.80,3718.20,0.00
5508.00,822.40,3921.60,0.00
5509.00,725.60,4007.40,0.00
5510.00,628.40,3987.60,0.00
5511.00,784.00,3837.00,0.00
5512.00,1000.00,3510.00,0.00
5513.00,1652.00,2808.00,0.00
5514.00,2974.20,1489.80,0.00
5515.00,4245.80,313.20,0.00
5516.00,4650.20,10.80,0.00
5517.00,5174.00,0.00,0.00
5518.00,5075.00,0.00,0.00
5519.00,4800.00,0.00,0.00
5520.00,4379.00,0.00,0.00
5521.00,4061.00,0.00,0.00
5522.00,3747.00,0.00,0.00
5523.00,3558.00,0.00,0.00
5524.00,3478.00,0.00,0.00
5525.00,3441.00,0.00,0.00
5526.00,3458.40,3.60,0.00
5527.00,3127.20,160.80,0.00
5528.00,2445.00,894.00,0.00
5529.00,1506.00,2112.00,0.00
5530.00,985.80,2989.20,0.00
5531.00,699.80,3469.20,0.00
5532.00,651.00,3684.00,0.00
5533.00,601.40,3735.60,0.00
5534.00,525.20,3652.80,0.00
5535.00,674.60,3389.40,0.00
5536.00,975.60,3053.40,0.00
5537.00,1538.60,2420.40,0.00
5538.00,2727.60,1262.40,0.00
5539.00,3853.40,261.60,0.00
5540.00,4253.00,9.00,0.00
5541.00,4914.00,0.00,0.00
5542.00,4872.00,0.00,0.00
5543.00,4601.00,0.00,0.00
5544.00,4215.00,0.00,0.00
5545.00,3880.00,0.00,0.00
5546.00,3649.00,0.00,0.00
5547.00,3523.00,0.00,0.00
5548.00,3461.00,0.00,0.00
5549.00,3456.00,0.00,0.00
5550.00,3537.80,4.20,0.00
5551.00,3345.40,186.60,0.00
5552.00,2965.80,994.20,0.00
5553.00,2458.60,2174.40,0.00
5554.00,2067.60,2972.40,0.00
5555.00,1774.60,3458.40,0.00
5556.00,1659.20,3733.80,0.00
5557.00,1415.60,3857.40,0.00
5558.00,1437.60,3845.40,0.00
5559.00,1690.20,3679.80,0.00
5560.00,2009.40,3312.60,0.00
5561.00,2616.40,2646.60,0.00
5562.00,3747.00,1380.00,0.00
5563.00,4815.80,283.20,0.00
5564.00,5128.00,9.00,0.00
5565.00,5577.00,0.00,0.00
5566.00,5409.00,0.00,0.00
5567.00,5049.00,0.00,0.00
5568.00,4542.00,0.00,0.00
5569.00,4182.00,0.00,0.00
5570.00,3920.00,0.00,0.00
5571.00,3773.00,0.00,0.00
5572.00,3708.00,0.00,0.00
5573.00,3688.00,0.00,0.00
5574.00,3740.80,4.20,0.00
5575.00,3502.00,201.00,0.00
5576.00,3070.80,1072.20,0.00
5577.00,2518.40,2307.60,0.00
5578.00,2017.20,3130.80,0.00
5579.00,1688.00,3609.00,0.00
5580.00,1562.00,3843.00,0.00
5581.00,1327.40,3948.60,0.00
5582.00,1342.20,3949.80,0.00
5583.00,1579.80,3817.20,0.00
5584.00,1855.80,3490.20,0.00
5585.00,2478.00,2823.00,0.00
5586.00,3741.40,1473.60,0.00
5587.00,4882.40,294.60,0.00
5588.00,5205.60,8.40,0.00
5589.00,5652.00,0.00,0.00
5590.00,5476.00,0.00,0.00
5591.00,5128.00,0.00,0.00
5592.00,4577.00,0.00,0.00
5593.00,4223.00,0.00,0.00
5594.00,3953.00,0.00,0.00
5595.00,3793.00,0.00,0.00
5596.00,3711.00,0.00,0.00
5597.00,3677.00,0.00,0.00
5598.00,3759.80,4.20,0.00
5599.00,3539.60,209.40,0.00
5600.00,3064.80,1117.20,0.00
5601.00,2395.80,2449.20,0.00
5602.00,1919.00,3273.00,0.00
5603.00,1673.20,3700.80,0.00
5604.00,1565.20,3901.80,0.00
5605.00,1345.00,3987.00,0.00
5606.00,1397.60,3983.40,0.00
5607.00,1605.00,3852.00,0.00
5608.00,1871.40,3549.60,0.00
5609.00,2459.60,2912.40,0.00
5610.00,3735.40,1521.60,0.00
5611.00,4901.20,298.80,0.00
5612.00,5249.20,7.80,0.00
5613.00,5691.00,0.00,0.00
5614.00,5486.00,0.00,0.00
5615.00,5133.00,0.00,0.00
5616.00,4626.00,0.00,0.00
5617.00,4247.00,0.00,0.00
5618.00,3972.00,0.00,0.00
5619.00,3823.00,0.00,0.00
5620.00,3763.00,0.00,0.00
5621.00,3745.00,0.00,0.00
5622.00,3814.40,3.60,0.00
5623.00,3638.20,190.80,0.00
5624.00,3195.40,1056.60,0.00
5625.00,2580.60,2369.40,0.00
5626.00,2020.60,3272.40,0.00
5627.00,1747.20,3709.80,0.00
5628.00,1682.00,3915.00,0.00
5629.00,1484.60,3989.40,0.00
5630.00,1552.60,3983.40,0.00
5631.00,1779.80,3859.20,0.00
5632.00,2058.60,3548.40,0.00
5633.00,2680.20,2878.80,0.00
5634.00,3927.80,1480.20,0.00
5635.00,5056.80,286.20,0.00
5636.00,5356.80,7.20,0.00
5637.00,5859.00,0.00,0.00
5638.00,5617.00,0.00,0.00
5639.00,5246.00,0.00,0.00
5640.00,4681.00,0.00,0.00
5641.00,4300.00,0.00,0.00
5642.00,4034.00,0.00,0.00
5643.00,3888.00,0.00,0.00
5644.00,3817.00,0.00,0.00
5645.00,3803.00,0.00,0.00
5646.00,3883.00,3.00,0.00
5647.00,3716.40,168.60,0.00
5648.00,3353.40,963.60,0.00
5649.00,2714.00,2307.00,0.00
5650.00,2189.80,3211.20,0.00
5651.00,1945.20,3643.80,0.00
5652.00,1891.00,3855.00,0.00
5653.00,1698.00,3933.00,0.00
5654.00,1742.40,3906.60,0.00
5655.00,2003.60,3755.40,0.00
5656.00,2263.20,3439.80,0.00
5657.00,2849.60,2753.40,0.00
5658.00,4075.80,1384.20,0.00
5659.00,5115.20,268.80,0.00
5660.00,5367.40,6.60,0.00
5661.00,5839.00,0.00,0.00
5662.00,5587.00,0.00,0.00
5663.00,5267.00,0.00,0.00
5664.00,4788.00,0.00,0.00
5665.00,4436.00,0.00,0.00
5666.00,4126.00,0.00,0.00
5667.00,3933.00,0.00,0.00
5668.00,3842.00,0.00,0.00
5669.00,3789.00,0.00,0.00
5670.00,3802.60,2.40,0.00
5671.00,3579.40,162.60,0.00
5672.00,2911.60,911.40,0.00
5673.00,1995.40,2193.60,0.00
5674.00,1504.20,3091.80,0.00
5675.00,1222.60,3527.40,0.00
5676.00,1121.20,3745.80,0.00
5677.00,1060.00,3792.00,0.00
5678.00,958.20,3757.80,0.00
5679.00,1086.80,3583.20,0.00
5680.00,1309.00,3273.00,0.00
5681.00,1841.40,2703.60,0.00
5682.00,3133.80,1396.20,0.00
5683.00,4398.80,262.20,0.00
5684.00,4793.60,5.40,0.00
5685.00,5229.00,0.00,0.00
5686.00,5067.00,0.00,0.00
5687.00,4771.00,0.00,0.00
5688.00,4375.00,0.00,0.00
5689.00,4031.00,0.00,0.00
5690.00,3785.00,0.00,0.00
5691.00,3578.00,0.00,0.00
5692.00,3476.00,0.00,0.00
5693.00,3441.00,0.00,0.00
5694.00,3443.60,5.40,0.00
5695.00,3012.20,358.80,0.00
5696.00,2151.40,1167.60,0.00
5697.00,1239.60,2336.40,0.00
5698.00,673.00,3240.00,0.00
5699.00,472.80,3745.20,0.00
5700.00,457.00,3945.00,0.00
5701.00,382.40,4020.60,0.00
5702.00,237.60,4010.40,0.00
5703.00,353.00,3846.00,0.00
5704.00,579.20,3520.80,0.00
5705.00,1203.60,2813.40,0.00
5706.00,2740.40,1347.60,0.00
5707.00,3894.60,239.40,0.00
5708.00,4347.20,4.80,0.00
5709.00,5028.00,0.00,0.00
5710.00,4938.00,0.00,0.00
5711.00,4724.00,0.00,0.00
5712.00,4399.00,0.00,0.00
5713.00,4060.00,0.00,0.00
5714.00,3779.00,0.00,0.00
5715.00,3654.00,0.00,0.00
5716.00,3560.00,0.00,0.00
5717.00,3602.00,0.00,0.00
5718.00,3665.00,3.00,0.00
5719.00,3624.40,174.60,0.00
5720.00,3184.60,1022.40,0.00
5721.00,2545.60,2414.40,0.00
5722.00,2230.40,3273.60,0.00
5723.00,2047.80,3688.20,0.00
5724.00,2016.60,3905.40,0.00
5725.00,1805.60,3980.40,0.00
5726.00,1850.40,3927.60,0.00
5727.00,2167.80,3733.20,0.00
5728.00,2461.60,3389.40,0.00
5729.00,3214.60,2555.40,0.00
5730.00,4477.00,1158.00,0.00
5731.00,5357.00,204.00,0.00
5732.00,5513.80,4.20,0.00
5733.00,5966.00,0.00,0.00
5734.00,5774.00,0.00,0.00
5735.00,5351.00,0.00,0.00
5736.00,4829.00,0.00,0.00
5737.00,4423.00,0.00,0.00
5738.00,4160.00,0.00,0.00
5739.00,3955.00,0.00,0.00
5740.00,3909.00,0.00,0.00
5741.00,3898.00,0.00,0.00
5742.00,3913.00,3.00,0.00
5743.00,3853.00,174.00,0.00
5744.00,3431.40,1005.60,0.00
5745.00,2767.40,2388.60,0.00
5746.00,2244.20,3280.80,0.00
5747.00,1928.20,3736.80,0.00
5748.00,1844.40,3945.60,0.00
5749.00,1555.40,4011.60,0.00
5750.00,1687.20,3970.80,0.00
5751.00,1895.40,3822.60,0.00
5752.00,2217.20,3466.80,0.00
5753.00,2880.00,2733.00,0.00
5754.00,4186.60,1265.40,0.00
5755.00,5165.40,204.60,0.00
5756.00,5443.40,3.60,0.00
5757.00,5868.00,0.00,0.00
5758.00,5638.00,0.00,0.00
5759.00,5273.00,0.00,0.00
5760.00,4713.00,0.00,0.00
5761.00,4345.00,0.00,0.00
5762.00,4122.00,0.00,0.00
5763.00,3963.00,0.00,0.00
5764.00,3852.00,0.00,0.00
5765.00,3831.00,0.00,0.00
5766.00,3955.60,2.40,0.00
5767.00,3919.60,173.40,0.00
5768.00,3449.40,1011.60,0.00
5769.00,2825.40,2361.60,0.00
5770.00,2285.80,3271.20,0.00
5771.00,1991.40,3696.60,0.00
5772.00,1956.80,3895.20,0.00
5773.00,1720.80,3943.20,0.00
5774.00,1809.80,3901.20,0.00
5775.00,2086.40,3678.60,0.00
5776.00,2393.20,3307.80,0.00
5777.00,3137.80,2500.20,0.00
5778.00,4447.80,1042.20,0.00
5779.00,5266.80,160.20,0.00
5780.00,5464.60,2.40,0.00
5781.00,5829.00,0.00,0.00
5782.00,5595.00,0.00,0.00
5783.00,5194.00,0.00,0.00
